gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
MEF2D	TH34_1445_S02	v9		pandisease	BIOCARTA_MAPK_PATHWAY(5/87),BIOCARTA_P38MAPK_PATHWAY(3/40),BIOCARTA_ERK5_PATHWAY(2/18)
BMI1	TH34_1445_S02	v9		pandisease	NA
TANC2	TH34_1445_S02	v9		pandisease	NA
RNF31	TH34_1445_S02	v9		pandisease	NA
TP53BP1	TH34_1445_S02	v9		pandisease	NA
GTPBP2	TH34_1445_S02	v9		pandisease	NA
NRP1	TH34_1445_S02	v9		pandisease	PID_VEGF_VEGFR_PATHWAY(2/10),REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS(2/10),HALLMARK_KRAS_SIGNALING_UP(5/200)
RP11-274B21.2	TH34_1445_S02	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
EIF4E2	TH34_1445_S02	v9		pandisease	KEGG_MTOR_SIGNALING_PATHWAY(4/52),KEGG_INSULIN_SIGNALING_PATHWAY(5/137),REACTOME_IMMUNE_SYSTEM(12/933)
LGALS8	TH34_1445_S02	v9		pandisease	NABA_MATRISOME(12/1028)
SMTN	TH34_1445_S02	v9		pandisease	NA
POGZ	TH34_1445_S02	v9		pandisease	NA
MAP3K12	TH34_1445_S02	v9		pandisease	BIOCARTA_MAPK_PATHWAY(5/87),KEGG_MAPK_SIGNALING_PATHWAY(5/267)
MBD6	TH34_1445_S02	v9		pandisease	NA
PNN	TH34_1445_S02	v9		pandisease	HALLMARK_E2F_TARGETS(6/200)
WIPF1	TH34_1445_S02	v9		pandisease	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(5/200),PID_FCER1_PATHWAY(3/62)
M6PR	TH34_1445_S02	v9		pandisease	HALLMARK_MTORC1_SIGNALING(7/200),KEGG_LYSOSOME(4/121)
FP325317.1	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
NEAT1_1	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
FXYD5	TH34_1446_S01	v9		pandisease	NA
PODXL	TH34_1446_S01	v9		pandisease	NA
RP11-809N8.5	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
PPFIBP1	TH34_1446_S01	v9		pandisease	NA
MIR671	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
RP11-698N11.2	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
DKK1	TH34_1446_S01	v9	IRINOTECAN,L-FOLINIC ACID,5-FLUOROURACIL,OXALIPLATIN	pandisease	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(5/200),PID_WNT_SIGNALING_PATHWAY(2/28)
ALDH1A3	TH34_1446_S01	v9		pandisease	NA
APOD	TH34_1446_S01	v9		pandisease	HALLMARK_MYOGENESIS(5/200)
MTND1P23	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
MT-ND5	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
THBS4	TH34_1446_S01	v9		pandisease	NABA_CORE_MATRISOME(7/275),NABA_MATRISOME(10/1028)
SNTB1	TH34_1446_S01	v9		pandisease	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(5/200)
AP003041.1	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
TRPV4	TH34_1446_S01	v9		pandisease	NA
PHLDA2	TH34_1446_S01	v9		pandisease	HALLMARK_TNFA_SIGNALING_VIA_NFKB(4/200)
KLF2	TH34_1446_S01	v9		pandisease	HALLMARK_TNFA_SIGNALING_VIA_NFKB(4/200)
EHBP1L1	TH34_1446_S01	v9		pandisease	NA
RNA5SP244	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
AL132780.1	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
AL662801.1	TH34_1446_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
SPHK1	TH34_1446_S01	v9		pandisease	HALLMARK_MYOGENESIS(5/200),HALLMARK_TNFA_SIGNALING_VIA_NFKB(4/200),PID_S1P_S1P1_PATHWAY(2/21),BIOCARTA_EDG1_PATHWAY(2/27)
SLC26A2	TH34_1446_S01	v9		pandisease	NA
CD55	TH34_1446_S01	v9		pandisease	NA
MFI2	TH34_1446_S01	v9		pandisease	NA
NEAT1	TH34_1446_S01	v9		pandisease	NA
PLEKHG4	TH34_1446_S01	v9		pandisease	NA
GSN	TH34_1446_S01	v9		pandisease	HALLMARK_MYOGENESIS(5/200),HALLMARK_COAGULATION(3/138),PID_AVB3_OPN_PATHWAY(2/31)
CTHRC1	TH34_1446_S01	v9		pandisease	NABA_CORE_MATRISOME(7/275),NABA_MATRISOME(10/1028),HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(5/200),PID_WNT_SIGNALING_PATHWAY(2/28)
TESC	TH34_1446_S01	v9		pandisease	NA
FST	TH34_1446_S01	v9		pandisease	NABA_MATRISOME(10/1028),HALLMARK_MYOGENESIS(5/200)
COL12A1	TH34_1446_S01	v9		pandisease	NABA_CORE_MATRISOME(7/275),NABA_MATRISOME(10/1028),HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(5/200),NABA_COLLAGENS(3/44),REACTOME_COLLAGEN_FORMATION(3/58),PID_AVB3_INTEGRIN_PATHWAY(3/75),REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION(3/87)
SCFD1	TH34_1447_S01	v9		pandisease	NA
STK19	TH34_1447_S01	v9		pandisease	NA
HSPA4	TH34_1447_S01	v9		pandisease	HALLMARK_MTORC1_SIGNALING(17/200),PID_MYC_ACTIV_PATHWAY(10/79)
DDX56	TH34_1447_S01	v9		pandisease	NA
FKBP4	TH34_1447_S01	v9		pandisease	HALLMARK_UV_RESPONSE_UP(7/158),HALLMARK_GLYCOLYSIS(7/200)
ANP32E	TH34_1447_S01	v9		pandisease	HALLMARK_E2F_TARGETS(11/200)
SEMA4C	TH34_1447_S01	v9		pandisease	NA
SLC50A1	TH34_1447_S01	v9		pandisease	NA
OARD1	TH34_1447_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
MRPL52	TH34_1447_S01	v9		pandisease	NA
NSRP1	TH34_1447_S01	v9		pandisease	NA
NUP93	TH34_1447_S01	v9		pandisease	REACTOME_MRNA_PROCESSING(18/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(17/140),REACTOME_METABOLISM_OF_RNA(23/330),REACTOME_HIV_INFECTION(18/207),REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS(13/132),REACTOME_IMMUNE_SYSTEM(23/933),REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM(6/54),REACTOME_HIV_LIFE_CYCLE(7/125),REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE(6/104),REACTOME_METABOLISM_OF_NON_CODING_RNA(4/49)
DBNL	TH34_1447_S01	v9		pandisease	REACTOME_APOPTOSIS(14/148)
MITD1	TH34_1447_S01	v9		pandisease	NA
MX2	TH34_1447_S01	v9		pandisease	REACTOME_IMMUNE_SYSTEM(23/933)
POLR1C	TH34_1447_S01	v9		pandisease	REACTOME_TRANSCRIPTION(16/210),HALLMARK_DNA_REPAIR(8/150),REACTOME_RNA_POL_III_TRANSCRIPTION(4/33),REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION(3/19),REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER(3/23)
GTF3C6	TH34_1447_S01	v9		pandisease	NA
DUS1L	TH34_1447_S01	v9		pandisease	NA
WDR43	TH34_1447_S01	v9		pandisease	HALLMARK_MYC_TARGETS_V2(11/58)
WDR12	TH34_1447_S01	v9		pandisease	NA
MAGI2-AS3	TH34_1447_S01	v9		pandisease	NA
AC132217.4	TH34_1447_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
PSMG1	TH34_1447_S01	v9		pandisease	HALLMARK_MTORC1_SIGNALING(17/200)
PSMG3	TH34_1447_S01	v9		pandisease	NA
CCDC58	TH34_1447_S01	v9		pandisease	NA
LINC01420	TH34_1447_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
DNAJC7	TH34_1447_S01	v9		pandisease	NA
PSMD11	TH34_1447_S01	v9	CARFILZOMIB,BORTEZOMIB	pandisease	REACTOME_METABOLISM_OF_RNA(23/330),REACTOME_HIV_INFECTION(18/207),REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21(11/56),REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE(11/57),REACTOME_METABOLISM_OF_MRNA(19/284),REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION(18/251),KEGG_PROTEASOME(10/48),REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES(10/48),REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6(10/48),REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_(11/65),REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS(12/84),REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC(10/49),REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT(10/51),REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1(10/51),REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1(10/51),REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G(10/52),REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0(10/53),REACTOME_APOPTOSIS(14/148),REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION(16/212),REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX(10/56),REACTOME_REGULATION_OF_APOPTOSIS(10/58),REACTOME_ER_PHAGOSOME_PATHWAY(10/61),REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS(13/132),REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS(10/64),REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C(10/64),REACTOME_SIGNALING_BY_WNT(10/65),REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX(10/65),REACTOME_ORC1_REMOVAL_FROM_CHROMATIN(10/67),REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1(10/72),REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS(10/73),REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR(11/97),REACTOME_CELL_CYCLE_CHECKPOINTS(12/124),REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION(10/76),REACTOME_M_G1_TRANSITION(10/81),REACTOME_S_PHASE(11/109),REACTOME_MITOTIC_M_M_G1_PHASES(13/172),REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE(10/85),REACTOME_G1_S_TRANSITION(11/112),REACTOME_SYNTHESIS_OF_DNA(10/92),REACTOME_DNA_REPLICATION(13/192),REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR(11/126),REACTOME_MITOTIC_G1_G1_S_PHASES(11/137),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(20/539),BIOCARTA_PROTEASOME_PATHWAY(6/28),REACTOME_CELL_CYCLE_MITOTIC(14/325),REACTOME_CELL_CYCLE(15/421),REACTOME_IMMUNE_SYSTEM(23/933),REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES(10/200)
PSMD12	TH34_1447_S01	v9	CARFILZOMIB,BORTEZOMIB	pandisease	REACTOME_METABOLISM_OF_RNA(23/330),REACTOME_HIV_INFECTION(18/207),HALLMARK_MTORC1_SIGNALING(17/200),REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21(11/56),REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE(11/57),REACTOME_METABOLISM_OF_MRNA(19/284),REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION(18/251),KEGG_PROTEASOME(10/48),REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES(10/48),REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6(10/48),REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_(11/65),REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS(12/84),REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC(10/49),REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT(10/51),REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1(10/51),REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1(10/51),REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G(10/52),REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0(10/53),REACTOME_APOPTOSIS(14/148),REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION(16/212),REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX(10/56),REACTOME_REGULATION_OF_APOPTOSIS(10/58),REACTOME_ER_PHAGOSOME_PATHWAY(10/61),REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS(13/132),REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS(10/64),REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C(10/64),REACTOME_SIGNALING_BY_WNT(10/65),REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX(10/65),REACTOME_ORC1_REMOVAL_FROM_CHROMATIN(10/67),REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1(10/72),REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS(10/73),REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR(11/97),REACTOME_CELL_CYCLE_CHECKPOINTS(12/124),REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION(10/76),REACTOME_M_G1_TRANSITION(10/81),REACTOME_S_PHASE(11/109),REACTOME_MITOTIC_M_M_G1_PHASES(13/172),REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE(10/85),REACTOME_G1_S_TRANSITION(11/112),REACTOME_SYNTHESIS_OF_DNA(10/92),REACTOME_DNA_REPLICATION(13/192),REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR(11/126),REACTOME_MITOTIC_G1_G1_S_PHASES(11/137),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(20/539),BIOCARTA_PROTEASOME_PATHWAY(6/28),REACTOME_CELL_CYCLE_MITOTIC(14/325),REACTOME_CELL_CYCLE(15/421),REACTOME_IMMUNE_SYSTEM(23/933),REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES(10/200)
EMC9	TH34_1447_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
ASH2L	TH34_1447_S01	v9		pandisease	NA
POLB	TH34_1447_S01	v9		pandisease	HALLMARK_DNA_REPAIR(8/150),KEGG_BASE_EXCISION_REPAIR(4/35)
TAF15	TH34_1447_S01	v9		pandisease	NA
MPHOSPH6	TH34_1447_S01	v9		pandisease	KEGG_RNA_DEGRADATION(8/59)
NDUFV2	TH34_1447_S01	v9		pandisease	HALLMARK_OXIDATIVE_PHOSPHORYLATION(10/200)
TMEM11	TH34_1447_S01	v9		pandisease	NA
PRAME	TH34_1447_S01	v9		pandisease	NA
NT5C3B	TH34_1447_S01	v9		pandisease	NO_PATHWAY_SUPPORT_RESULTS
C14orf119	TH34_1447_S01	v9		pandisease	NA
SS18	TH34_1447_S01	v9		pandisease	HALLMARK_G2M_CHECKPOINT(9/200)
BPHL	TH34_1447_S01	v9		pandisease	NA
ALG13	TH34_1447_S01	v9		pandisease	REACTOME_METABOLISM_OF_PROTEINS(20/518),REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION(5/81)
HMGB3	TH34_1447_S01	v9		pandisease	HALLMARK_E2F_TARGETS(11/200),HALLMARK_G2M_CHECKPOINT(9/200)
PSMD7	TH34_1447_S01	v9	CARFILZOMIB,BORTEZOMIB	pandisease	HALLMARK_MYC_TARGETS_V1(26/200),REACTOME_METABOLISM_OF_RNA(23/330),REACTOME_HIV_INFECTION(18/207),REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21(11/56),REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE(11/57),REACTOME_METABOLISM_OF_MRNA(19/284),REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION(18/251),KEGG_PROTEASOME(10/48),REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES(10/48),REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6(10/48),REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_(11/65),REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS(12/84),REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC(10/49),REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT(10/51),REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1(10/51),REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1(10/51),REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G(10/52),REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0(10/53),REACTOME_APOPTOSIS(14/148),REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION(16/212),REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX(10/56),REACTOME_REGULATION_OF_APOPTOSIS(10/58),REACTOME_ER_PHAGOSOME_PATHWAY(10/61),REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS(13/132),REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS(10/64),REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C(10/64),REACTOME_SIGNALING_BY_WNT(10/65),REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX(10/65),REACTOME_ORC1_REMOVAL_FROM_CHROMATIN(10/67),REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1(10/72),REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS(10/73),REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR(11/97),REACTOME_CELL_CYCLE_CHECKPOINTS(12/124),REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION(10/76),REACTOME_M_G1_TRANSITION(10/81),REACTOME_S_PHASE(11/109),REACTOME_MITOTIC_M_M_G1_PHASES(13/172),REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE(10/85),REACTOME_G1_S_TRANSITION(11/112),REACTOME_SYNTHESIS_OF_DNA(10/92),REACTOME_DNA_REPLICATION(13/192),REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR(11/126),REACTOME_MITOTIC_G1_G1_S_PHASES(11/137),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(20/539),REACTOME_CELL_CYCLE_MITOTIC(14/325),REACTOME_CELL_CYCLE(15/421),REACTOME_IMMUNE_SYSTEM(23/933),REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES(10/200)
FLAD1	TH34_1447_S01	v9		pandisease	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS(4/51)
PSMD3	TH34_1447_S01	v9	CARFILZOMIB,BORTEZOMIB	pandisease	HALLMARK_MYC_TARGETS_V1(26/200),REACTOME_METABOLISM_OF_RNA(23/330),REACTOME_HIV_INFECTION(18/207),REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21(11/56),REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE(11/57),REACTOME_METABOLISM_OF_MRNA(19/284),REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION(18/251),KEGG_PROTEASOME(10/48),REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES(10/48),REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6(10/48),REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_(11/65),REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS(12/84),REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC(10/49),REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT(10/51),REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1(10/51),REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1(10/51),REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G(10/52),REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0(10/53),REACTOME_APOPTOSIS(14/148),REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION(16/212),REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX(10/56),REACTOME_REGULATION_OF_APOPTOSIS(10/58),REACTOME_ER_PHAGOSOME_PATHWAY(10/61),REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS(13/132),REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS(10/64),REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C(10/64),REACTOME_SIGNALING_BY_WNT(10/65),REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX(10/65),REACTOME_ORC1_REMOVAL_FROM_CHROMATIN(10/67),REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1(10/72),REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS(10/73),REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR(11/97),REACTOME_CELL_CYCLE_CHECKPOINTS(12/124),REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION(10/76),REACTOME_M_G1_TRANSITION(10/81),REACTOME_S_PHASE(11/109),REACTOME_MITOTIC_M_M_G1_PHASES(13/172),REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE(10/85),REACTOME_G1_S_TRANSITION(11/112),REACTOME_SYNTHESIS_OF_DNA(10/92),REACTOME_DNA_REPLICATION(13/192),REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR(11/126),REACTOME_MITOTIC_G1_G1_S_PHASES(11/137),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(20/539),REACTOME_CELL_CYCLE_MITOTIC(14/325),REACTOME_CELL_CYCLE(15/421),REACTOME_IMMUNE_SYSTEM(23/933),REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES(10/200)
WRNIP1	TH34_1447_S01	v9		pandisease	NA
ARL16	TH34_1447_S01	v9		pandisease	NA
CTSL	TH34_1447_S01	v9		pandisease	NA
CPSF2	TH34_1447_S01	v9		pandisease	REACTOME_MRNA_SPLICING(16/111),REACTOME_MRNA_PROCESSING(18/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(17/140),REACTOME_TRANSCRIPTION(16/210),REACTOME_RNA_POL_II_TRANSCRIPTION(12/105),REACTOME_MRNA_3_END_PROCESSING(7/35),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(7/44),REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS(4/14),REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM(6/54),REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA(4/23)
ERAL1	TH34_1447_S01	v9		pandisease	NA
MAD1L1	TH34_1447_S01	v9		pandisease	REACTOME_CELL_CYCLE_CHECKPOINTS(12/124),REACTOME_MITOTIC_M_M_G1_PHASES(13/172),REACTOME_DNA_REPLICATION(13/192),REACTOME_CELL_CYCLE_MITOTIC(14/325),REACTOME_CELL_CYCLE(15/421)
DDX18	TH34_1447_S01	v9		pandisease	HALLMARK_MYC_TARGETS_V1(26/200),HALLMARK_MYC_TARGETS_V2(11/58),PID_MYC_ACTIV_PATHWAY(10/79)
SKA2	TH34_1447_S01	v9		pandisease	REACTOME_MITOTIC_M_M_G1_PHASES(13/172),REACTOME_DNA_REPLICATION(13/192),REACTOME_CELL_CYCLE_MITOTIC(14/325),REACTOME_CELL_CYCLE(15/421)
CNOT7	TH34_1447_S01	v9		pandisease	REACTOME_METABOLISM_OF_RNA(23/330),REACTOME_METABOLISM_OF_MRNA(19/284),KEGG_RNA_DEGRADATION(8/59),REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY(6/48)
